,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,アルバイト,200208,,2024,1999/9/11,,18,0,0,1,,R200208,,,3,2,1,1,1,1,1,3,1,2,2,1,3,3,3,3,4,5,5,1,3,4,1,1,1,3,2,3,2,5,4,3,3,1,2,3,1,2,3,5,5,1,2,1,4,1,3,3,5,3,5,1,4,5,3,2,5,1,5,5,1,3,2,1,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,パート,200209,,2018,1990/10/9,,24,0,0,1,,R200209,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,4,3,2,3,4,3,3,2,3,5,1,2,3,3,3,3,3,3,3,3,3,5,1,3,3,3,3,1,3,4,3,3,2,4,5,3,1,1,3,5,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,パート,200210,,2021,1991/10/23,,1,0,0,1,,R200210,,,4,4,4,3,4,2,4,4,4,4,3,3,4,3,3,4,4,5,3,4,3,4,4,4,3,1,4,5,1,4,2,5,4,4,4,5,4,4,5,4,4,3,1,2,3,3,4,4,2,4,1,4,3,2,3,4,1,3,4,1,1,4,4,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200211,,2007,1991/10/16,,0,0,0,1,,R200211,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,2,3,3,1,3,2,3,1,3,3,5,2,4,4,5,3,3,3,3,3,3,3,3,3,5,3,4,3,3,3,3,3,1,3,3,2,2,3,4,2,5,2,4,3,3,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,パート,200212,,2007,1987/3/8,,22,0,0,1,,R200212,,,3,5,5,5,5,5,5,3,3,5,3,4,5,5,4,4,1,5,1,4,3,3,3,2,4,4,5,3,3,5,4,2,2,5,5,5,5,5,5,5,5,3,1,5,5,3,5,3,3,3,5,3,5,4,5,1,2,2,4,5,4,3,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,パート,200213,,2012,1975/11/14,,7,0,0,1,,R200213,,,2,2,3,3,3,3,2,1,1,1,3,3,2,5,3,3,5,4,2,1,1,3,1,1,3,2,2,2,3,1,2,3,4,2,2,2,2,2,2,5,5,5,5,2,3,5,3,3,4,4,1,2,2,4,4,1,3,1,3,1,4,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,パート,200214,,2021,1999/9/15,,23,0,0,1,,R200214,,,5,5,3,5,3,2,5,3,3,5,5,3,5,5,5,5,2,3,3,3,2,1,3,4,2,5,3,5,3,1,2,4,5,5,5,5,5,5,5,5,5,5,1,4,4,5,5,5,1,5,1,3,5,2,1,2,4,4,1,3,4,5,5,5,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,パート,200215,,2016,1982/5/20,,23,0,0,1,,R200215,,,2,2,2,4,2,5,3,3,2,3,3,3,4,4,2,4,1,5,4,2,2,4,2,1,2,2,4,3,4,3,4,3,5,2,3,4,2,3,4,3,3,5,3,3,3,4,3,1,4,3,4,1,2,4,1,1,4,5,4,1,1,2,4,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,社員,200216,,2019,1973/9/15,,16,0,0,1,,R200216,,,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,3,4,4,5,3,3,3,3,5,3,5,3,3,4,3,5,1,4,3,3,3,3,3,3,3,3,3,5,2,4,3,3,3,3,3,4,3,3,4,3,5,3,5,4,1,5,3,3,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,社員,200217,,2007,1976/6/1,,21,0,0,1,,R200217,,,3,3,3,2,4,1,3,3,3,1,4,3,3,2,4,3,3,3,5,1,2,1,2,3,3,4,2,5,2,1,2,5,2,3,4,3,3,4,3,5,5,5,2,2,4,4,4,3,2,3,4,2,4,1,2,2,5,3,1,1,4,3,3,3,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200218,,2007,1999/9/14,,18,0,0,1,,R200218,,,4,4,4,2,4,4,5,3,3,5,5,4,5,2,4,5,3,4,5,5,4,3,4,2,4,2,5,5,5,1,5,4,4,5,5,5,5,5,5,5,3,2,5,2,4,1,1,1,2,4,1,3,5,3,1,3,5,1,3,5,2,1,2,1,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200219,,2018,2001/2/6,,21,0,0,1,,R200219,,,3,3,2,3,3,5,4,1,1,3,5,4,4,3,5,3,2,2,3,2,2,5,2,2,2,5,2,2,1,4,2,4,2,2,3,3,2,3,3,5,5,4,4,5,4,4,3,3,5,3,5,4,4,5,2,4,3,5,3,1,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,アルバイト,200220,,2014,2000/11/6,,1,0,0,1,,R200220,,,3,3,3,4,5,4,4,4,3,3,3,5,5,4,5,3,4,2,5,2,3,3,3,2,3,1,3,3,5,2,4,2,4,3,4,3,3,4,3,3,4,4,2,1,5,3,4,4,1,3,3,3,4,5,5,1,2,1,1,3,3,4,4,4,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,アルバイト,200221,,2024,1979/9/11,,21,0,0,1,,R200221,,,5,5,5,5,5,1,4,4,5,4,4,4,4,4,5,5,2,5,5,5,2,3,4,3,5,2,5,5,1,3,1,2,1,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,5,5,2,5,5,3,4,1,5,3,3,5,3,5,5,5,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,社員,200222,,2012,1977/5/23,,4,0,0,1,,R200222,,,3,3,3,3,3,2,3,3,2,3,3,5,5,3,3,3,3,3,4,2,2,1,2,5,3,4,1,3,5,2,5,2,2,3,3,3,3,3,3,3,3,3,4,1,1,2,3,3,4,2,5,1,3,5,5,1,5,4,2,1,3,2,5,3,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200223,,2017,1982/11/1,,22,0,0,1,,R200223,,,4,4,3,4,3,1,4,3,4,3,2,3,4,3,2,3,2,1,4,4,3,1,4,3,3,1,3,3,3,1,1,4,5,4,4,4,4,4,4,4,3,3,2,1,1,2,3,3,5,3,5,2,3,1,4,3,2,2,3,1,3,3,3,4,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,社員,200224,,2025,1986/5/11,,13,0,0,1,,R200224,,,5,5,4,4,5,5,3,5,3,5,2,5,5,3,5,3,1,3,3,3,3,2,4,5,3,4,5,5,5,2,5,1,1,3,4,2,3,4,2,5,5,3,2,3,4,4,4,4,4,4,5,2,3,4,2,5,5,3,1,1,2,3,3,3,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,社員,200225,,2018,1988/9/2,,19,0,0,1,,R200225,,,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,5,3,3,5,5,2,5,1,3,1,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,3,2,3,5,5,5,2,5,3,5,5,5,3,2,2,5,5,3,4,5,5,5,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,アルバイト,200226,,2014,1998/10/22,,19,0,0,1,,R200226,,,3,3,2,3,3,2,2,2,2,4,3,2,3,5,4,3,1,4,5,3,3,3,3,2,4,5,3,3,5,3,4,1,5,2,2,3,2,2,3,5,3,5,2,3,5,2,3,3,4,3,4,2,3,3,1,4,5,2,2,4,2,3,3,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,パート,200227,,2013,1997/8/17,,9,0,0,1,,R200227,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,1,3,3,5,3,2,3,1,3,3,4,2,4,3,4,3,3,3,3,3,3,3,3,3,1,4,5,3,3,3,1,3,4,3,3,4,5,5,4,3,4,1,5,3,3,3,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,社員,200228,,2012,1998/2/9,,5,0,0,1,,R200228,,,3,3,3,3,3,1,5,5,3,4,2,5,5,4,5,2,2,1,3,3,3,3,5,4,3,5,5,5,1,4,4,3,5,3,5,3,3,5,3,5,5,5,3,3,5,2,4,4,2,4,1,2,5,1,3,3,2,1,4,4,3,3,3,4,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,アルバイト,200229,,2016,1996/6/6,,12,0,0,1,,R200229,,,3,3,4,4,4,2,5,4,4,3,4,3,4,5,3,3,3,1,4,4,2,5,4,4,3,1,4,5,1,4,3,4,5,4,4,4,4,4,4,5,5,5,3,2,3,4,3,4,5,5,4,3,4,3,1,1,5,3,5,5,4,4,5,5,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,パート,200230,,2025,1972/6/5,,8,0,0,1,,R200230,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,5,3,3,3,2,3,1,3,1,3,3,2,4,3,2,4,3,3,3,3,3,3,3,3,3,4,2,2,3,3,3,2,3,5,3,3,3,1,3,1,1,3,2,5,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,社員,200231,,2013,1989/6/11,,14,0,0,1,,R200231,,,5,5,5,5,5,4,5,4,4,3,5,4,5,3,3,3,1,1,2,3,2,2,2,4,3,4,3,5,4,5,3,4,2,4,5,5,4,5,5,5,5,5,5,1,1,5,5,5,2,4,3,2,5,4,4,1,3,2,2,4,1,5,4,5,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,社員,200232,,2011,1993/2/3,,0,0,0,1,,R200232,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,1,3,4,3,2,3,3,2,3,2,2,1,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,1,3,4,3,3,4,1,2,4,1,5,5,2,3,3,3,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,パート,200233,,2013,1972/9/6,,18,0,0,1,,R200233,,,5,5,5,5,4,5,5,4,4,5,3,4,4,5,3,5,2,3,5,5,5,5,5,4,4,4,5,5,5,1,3,5,1,5,5,5,5,5,5,5,5,5,4,2,4,5,3,4,1,5,5,3,5,1,1,4,1,5,3,2,2,5,4,4,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,アルバイト,200234,,2017,1993/3/25,,1,0,0,1,,R200234,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,5,2,3,3,2,3,5,3,5,3,3,5,4,5,5,4,3,3,3,3,3,3,3,3,3,4,2,1,2,2,3,4,3,2,2,3,4,3,2,2,4,3,1,2,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,社員,200235,,2006,2005/3/21,,21,0,0,1,,R200235,,,3,3,2,3,3,5,3,2,2,5,2,2,3,3,3,3,5,2,2,5,3,3,5,2,4,5,4,5,1,4,3,2,1,5,5,5,5,5,5,3,3,3,3,5,4,2,3,3,4,3,1,2,3,3,4,1,2,1,2,3,2,2,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,アルバイト,200236,,2018,1971/12/13,,23,0,0,1,,R200236,,,3,3,3,3,3,5,3,3,3,4,4,2,4,5,3,4,5,5,5,3,4,3,4,4,4,2,4,3,2,2,1,1,4,3,3,3,3,3,3,3,3,3,3,5,1,3,3,3,5,3,4,3,3,4,1,1,4,3,3,3,1,3,3,3,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,パート,200237,,2010,1981/1/15,,9,0,0,1,,R200237,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,1,3,5,3,3,4,1,2,2,2,3,3,3,3,3,3,3,3,3,3,5,1,3,3,3,1,3,5,3,3,2,4,1,2,1,2,5,2,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,社員,200238,,2014,1976/4/27,,11,0,0,1,,R200238,,,5,5,4,5,5,4,5,4,4,4,4,4,5,5,3,4,4,2,5,5,5,5,5,3,5,4,3,5,5,3,3,5,1,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,1,5,2,4,5,5,5,4,3,2,4,2,4,4,4,4,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200239,,2022,1987/8/13,,15,0,0,1,,R200239,,,4,5,3,2,5,2,4,4,4,4,2,1,3,5,2,5,4,1,1,1,1,1,4,4,3,4,1,4,4,4,4,1,1,3,5,5,3,5,5,5,5,5,4,4,3,5,1,1,3,4,2,2,5,1,2,3,2,2,4,3,4,3,3,3,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,アルバイト,200240,,2009,1984/5/3,,21,0,0,1,,R200240,,,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,2,2,4,5,5,2,5,5,5,4,5,5,3,4,2,1,2,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,3,5,5,4,5,2,5,1,2,1,2,5,1,5,5,5,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,社員,200241,,2022,1995/4/8,,1,0,0,1,,R200241,,,3,3,3,4,3,3,3,3,3,5,5,5,5,5,5,4,4,2,4,5,3,2,3,4,3,2,4,3,3,5,4,5,5,5,5,3,5,5,3,5,5,3,3,2,4,5,4,4,2,5,5,3,3,2,1,4,5,3,1,5,2,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,アルバイト,200242,,2005,1981/8/17,,8,0,0,1,,R200242,,,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,5,5,1,1,2,3,3,3,2,3,3,4,5,2,4,2,3,3,3,3,3,3,3,3,3,2,5,5,2,3,3,2,3,2,3,3,5,5,3,4,5,3,5,2,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200243,,2014,1999/8/12,,5,0,0,1,,R200243,,,5,5,5,3,3,1,5,3,2,5,2,5,5,5,5,5,5,1,4,5,2,5,5,1,3,1,3,5,5,1,3,4,3,5,5,5,5,5,5,5,5,4,4,3,4,3,3,3,4,3,5,5,5,3,1,3,5,3,5,5,5,5,5,5,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,社員,200244,,2013,1985/3/23,,14,0,0,1,,R200244,,,4,4,3,4,4,2,4,2,3,4,2,2,2,3,3,4,1,4,4,3,2,4,3,2,3,5,4,4,1,4,1,4,5,2,2,4,2,2,4,3,3,2,4,4,5,2,3,3,2,3,3,4,3,1,4,1,1,4,1,2,3,4,4,4,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,社員,200245,,2019,1977/5/19,,19,0,0,1,,R200245,,,5,5,5,5,5,1,5,4,5,5,3,5,5,5,5,5,2,4,5,5,5,2,5,2,5,4,5,5,2,1,3,3,3,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,5,2,5,5,2,1,5,5,2,5,4,2,5,5,5,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,アルバイト,200246,,2019,1997/9/22,,23,0,0,1,,R200246,,,3,3,3,3,3,1,3,4,3,2,2,3,3,4,2,4,2,1,4,3,4,4,4,1,3,1,2,4,5,1,4,2,2,4,4,4,4,4,4,5,5,5,4,3,2,2,4,3,1,4,3,2,3,2,5,4,3,2,2,2,5,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200247,,2009,1971/11/6,,25,0,0,1,,R200247,,,4,4,3,5,4,1,4,4,3,4,2,4,4,4,5,3,2,4,2,3,3,4,3,2,4,4,4,3,3,4,3,1,4,3,4,3,3,4,3,5,4,5,3,1,3,5,3,3,3,4,2,3,5,3,4,4,3,1,1,5,3,4,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,パート,200248,,2010,1991/2/17,,11,0,0,1,,R200248,,,4,4,4,4,4,5,4,4,4,5,5,4,4,5,5,4,1,4,2,4,4,3,4,3,4,3,4,4,4,5,4,2,3,4,4,4,4,4,4,4,4,4,3,1,1,4,4,4,3,4,5,4,4,3,1,2,3,4,1,1,1,4,4,4,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,社員,200249,,2018,1992/1/16,,23,0,0,1,,R200249,,,4,4,5,5,5,1,5,4,4,5,5,5,5,5,5,4,5,1,5,3,4,1,5,3,4,1,5,5,1,1,5,4,1,5,5,5,5,5,5,5,5,5,3,3,5,4,5,5,2,5,2,4,5,4,4,1,5,2,3,4,3,5,5,5,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,アルバイト,200250,,2023,1978/12/15,,24,0,0,1,,R200250,,,2,4,2,4,4,4,3,4,4,2,3,3,3,3,5,2,5,1,4,2,2,1,4,2,4,2,4,2,2,2,3,2,4,4,4,4,4,4,4,4,2,4,5,2,3,4,4,3,4,4,3,2,4,3,5,1,1,4,3,2,4,4,4,3,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200251,,2022,1989/2/21,,5,0,0,1,,R200251,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,1,3,1,3,3,3,3,3,2,5,1,5,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,4,3,4,3,3,3,4,3,3,4,2,5,2,3,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,アルバイト,200252,,2010,1998/3/24,,12,0,0,1,,R200252,,,3,4,3,3,3,1,3,3,3,3,3,3,3,3,4,3,2,3,5,3,3,5,3,1,3,3,3,3,4,1,4,5,1,3,3,3,3,3,3,3,3,3,5,5,2,3,3,3,3,3,1,3,3,2,4,5,5,2,4,5,4,3,3,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,アルバイト,200253,,2019,1991/3/11,,18,0,0,1,,R200253,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,2,1,4,5,3,4,4,3,3,3,5,4,1,2,4,3,5,5,5,5,5,5,5,5,5,4,2,1,5,5,5,3,5,5,5,5,2,2,4,2,2,5,5,4,5,5,5,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,アルバイト,200254,,2017,1977/5/14,,21,0,0,1,,R200254,,,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,3,2,5,5,4,5,3,5,1,5,5,5,4,1,1,4,5,5,5,5,5,5,5,5,5,4,1,2,5,5,5,2,5,2,5,5,2,5,1,4,2,4,2,2,5,5,5,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,アルバイト,200255,,2006,1984/10/27,,17,0,0,1,,R200255,,,3,3,3,3,3,3,3,2,2,3,3,2,3,5,3,5,5,1,3,5,2,2,2,4,2,3,2,3,3,2,5,2,5,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,5,3,2,3,3,2,5,1,5,5,1,3,2,3,3,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200256,,2020,1995/8/17,,8,0,0,1,,R200256,,,3,3,3,3,3,5,3,3,3,3,3,4,3,4,4,4,2,4,4,3,3,3,3,1,3,2,3,3,4,2,5,4,2,3,3,3,3,3,3,3,3,3,5,1,2,3,3,3,1,3,4,3,3,1,4,4,5,3,2,4,4,3,3,3,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,アルバイト,200257,,2009,1976/7/3,,12,0,0,1,,R200257,,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,4,2,4,3,3,2,3,4,3,1,3,3,3,1,4,4,4,3,3,3,3,3,3,3,3,3,4,5,5,3,3,3,5,3,4,3,3,5,4,3,4,1,3,4,4,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200258,,2015,1983/9/27,,0,0,0,1,,R200258,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5,3,5,5,5,4,1,5,2,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,3,4,1,5,3,4,5,5,5,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200259,,2022,1993/11/1,,22,0,0,1,,R200259,,,5,5,5,5,5,3,4,5,5,5,3,4,5,5,5,5,1,1,5,5,5,4,5,3,4,4,5,5,2,3,5,1,2,5,5,4,5,5,4,5,5,5,3,4,3,5,5,5,4,5,5,5,5,4,4,1,1,4,1,4,2,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200260,,2017,1980/5/3,,1,0,0,1,,R200260,,,5,5,5,5,5,2,4,5,4,4,4,4,5,5,3,3,2,3,4,5,5,1,3,5,3,5,3,4,4,2,4,3,2,4,4,4,4,4,4,5,5,5,4,4,2,3,5,4,5,5,4,3,4,1,1,1,5,4,1,3,3,4,4,4,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,アルバイト,200261,,2012,1987/7/9,,16,0,0,1,,R200261,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,1,1,5,5,1,5,1,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,1,5,5,2,3,3,4,2,5,5,5,5,5,5,4
